principal_component,air_obs,soil_obs_02,soil_obs_08,soil_obs_20
PC1,0.48133065726472096,0.5160645988846706,0.5173797973866942,0.48406226191598384
PC2,0.7149167960029565,0.0905088653629495,-0.11581856949716599,-0.683584800184445
PC3,-0.5027307095974582,0.5345521476514068,0.42806068506166733,-0.5275224023427252
PC4,0.066907449492668,-0.6631285520244051,0.731893608470705,-0.14182969566396544
