principal_component,air_obs,soil_obs_02,soil_obs_08,soil_obs_20
PC1,0.46041622515221864,0.5164809058723518,0.5153723470089606,0.505624087068972
PC2,0.8718442001867817,-0.14134821341504933,-0.24483193649814877,-0.3999571177459044
PC3,0.16676491177442576,-0.6560400501273561,-0.1893710798672794,0.7112942506021431
PC4,0.009698165709068415,-0.5318642769189749,0.7991165502722002,-0.2800697691654579
