principal_component,air_obs,soil_obs_02,soil_obs_08,soil_obs_20
PC1,0.4434486050893591,0.5215010483178494,0.5213685033996223,0.5094750974390442
PC2,0.8860412115281435,-0.1592576777315125,-0.23814203657358962,-0.36449462818248635
PC3,0.13490036634841757,-0.6302326532050547,-0.20432816147126256,0.7367894518944701
PC4,0.009284248871310784,-0.5527028600623185,0.7935447413405211,-0.2544014439672738
