principal_component,air_avg,soil_avg_00,soil_avg_02,soil_avg_08,soil_avg_20
PC1,0.4423496430460709,0.4457066792706901,0.4499654040743503,0.4769361658043329,0.41920803693938957
PC2,0.15698593206081068,-0.5205424684445815,-0.5016702113410655,0.2740212440940161,0.6145163240458298
PC3,0.8815931712846039,-0.13007522274245914,-0.120560506389788,-0.3306434902019429,-0.2863808014846158
PC4,0.03557711807607046,-0.5118514380855247,0.2688694998268955,0.6378182026758196,-0.5075820193795325
PC5,-0.03478447133088702,-0.501467482851477,0.6775193654435941,-0.4258016841858362,0.32707925551806166
