principal_component,air_avg,soil_avg_02,soil_avg_08,soil_avg_20
PC1,0.457546988209456,0.5309899501410787,0.5312227959380815,0.4759230688938689
PC2,0.7545567360259124,0.022645687513803803,-0.09060504120880619,-0.6495552566660514
PC3,0.4694277400578305,-0.5099530213392611,-0.4196528121993946,0.5860691342361387
PC4,0.030536577453535937,-0.6763761983638701,0.7304002907970519,-0.08998983791431818
