principal_component,air_avg,soil_avg_00,soil_avg_02,soil_avg_08,soil_avg_20
PC1,0.43181717607179715,0.4268010544836147,0.46779684874794547,0.46649907856443634,0.44149689052254526
PC2,-0.028023763129260353,0.6538694443063532,0.3349346877031381,-0.3716375357434423,-0.5668983290699657
PC3,0.894625470851579,-0.11163491179573576,-0.2972085922110561,-0.2583009344230453,-0.17925008609218046
PC4,0.10776908320028326,-0.5349464817896777,0.5408303375187836,0.3527985855170654,-0.5340915561993962
PC5,-0.027922871614790033,0.30276313808549943,-0.5368002067901371,0.6731106425086542,-0.40782642924295365
