principal_component,air_avg,soil_avg_02,soil_avg_08,soil_avg_20
PC1,0.45880718247694774,0.5208533030689967,0.518986516766055,0.49885950066598694
PC2,0.8319446672537923,-0.012551285526747669,-0.24405341416643567,-0.49814502596463683
PC3,-0.309932491787477,0.676694711838051,0.20563050269263397,-0.6354071245014471
PC4,0.036137106551947094,-0.5202293425828263,0.7929735322260876,-0.3150373276847931
