principal_component,air_avg,soil_avg_00,soil_avg_02,soil_avg_08,soil_avg_20
PC1,0.41148560625955966,0.43499323036428184,0.49942118749153086,0.45251256454402333,0.4327485895907571
PC2,0.5709780870908563,0.49419067116262766,-0.11160385519733264,-0.35490421689469526,-0.5397658575098593
PC3,0.6104229938724326,-0.5668237599316912,-0.3245585902571167,0.43805229907646454,-0.0941620862813303
PC4,-0.3628713969320719,0.3366652057604703,-0.19621296093430346,0.6907524771623749,-0.48922630527626215
PC5,-0.01928050164419075,-0.3632132080200807,0.7708989897783941,0.015702685376080276,-0.522659163324189
