principal_component,air_avg,soil_avg_02,soil_avg_08,soil_avg_20
PC1,0.4609033080722118,0.5163863636016937,0.5158236580553753,0.5048160237994461
PC2,0.8659432156892901,-0.11392828919100528,-0.25166174266233987,-0.4169281225869229
PC3,-0.19410686512014166,0.730679360670314,0.07797931675086567,-0.6498841611877618
PC4,-0.005745669936093527,-0.43182535856368104,0.8151757768908456,-0.3859822531525772
