week_number,air_avg,air_obs,soil_obs_02,soil_obs_08,soil_obs_20,soil_avg_02,soil_avg_08,soil_avg_20
37,6.071428571,2.6,30.0,31.0,32.0,30.0,31.0,32.0
38,4.928571429,5.742857143,30.0,31.0,32.0,30.0,31.0,32.0
39,4.928571429,0.828571429,29.57142857,31.0,32.0,29.57142857,31.0,32.0
40,25.32857143,25.11428571,29.85714286,31.0,32.0,30.0,31.0,32.0
41,10.18571429,12.14285714,29.0,30.42857143,32.0,28.85714286,30.28571429,32.0
42,-1.228571429,0.542857143,28.42857143,29.85714286,31.42857143,28.28571429,30.0,31.28571429
43,4.5,2.4,26.57142857,28.57142857,30.71428571,26.42857143,28.42857143,30.57142857
44,16.5,18.08571429,27.85714286,28.85714286,30.0,27.85714286,28.85714286,30.0
45,9.614285714,8.885714286,26.85714286,28.28571429,30.0,26.71428571,28.14285714,30.0
46,14.11428571,15.57142857,27.42857143,28.14285714,30.0,27.42857143,28.28571429,30.0
47,10.28333333,8.928571429,26.71428571,28.0,29.57142857,26.42857143,28.0,29.57142857
48,22.4,20.74285714,27.57142857,28.14285714,29.57142857,27.71428571,28.0,29.71428571
49,5.314285714,3.2,26.57142857,28.0,29.42857143,26.42857143,28.0,29.42857143
50,9.957142857,8.857142857,26.57142857,28.0,29.0,26.57142857,28.0,29.0
51,1.1,-0.885714286,26.42857143,27.42857143,29.0,26.42857143,27.42857143,29.0
52,27.38571429,25.81428571,26.71428571,27.28571429,29.0,26.85714286,27.42857143,29.0
53,19.08571429,17.32857143,28.71428571,28.71428571,29.57142857,28.71428571,28.71428571,29.71428571
54,25.7,25.14285714,29.0,29.0,30.0,29.0,29.0,30.0
55,20.0,18.6,29.0,29.0,30.0,29.0,29.0,30.0
56,31.88571429,30.07142857,29.14285714,29.14285714,30.0,29.14285714,29.28571429,30.0
57,36.07142857,33.2,31.57142857,31.0,31.14285714,31.57142857,31.0,31.14285714
58,37.75714286,34.45714286,32.0,31.0,32.0,32.0,31.0,32.0
59,43.18571429,41.81428571,32.0,31.0,32.0,32.0,31.0,32.0
60,39.4,36.38571429,32.0,31.28571429,32.0,32.42857143,31.28571429,32.0
61,41.68571429,37.12857143,35.14285714,32.42857143,32.0,36.57142857,32.42857143,32.0
62,39.35714286,36.82857143,37.0,34.28571429,32.0,37.75,34.0,32.0
63,44.91428571,41.7,39.71428571,36.85714286,32.0,,,
64,51.625,47.98,43.57142857,41.71428571,34.85714286,,,
65,51.24285714,46.1,43.85714286,42.57142857,37.14285714,46.16666667,42.66666667,37.83333333
66,51.37142857,49.58571429,48.0,45.28571429,39.85714286,48.71428571,44.85714286,40.14285714
67,54.3,50.37142857,49.28571429,47.57142857,42.28571429,50.28571429,46.71428571,42.14285714
68,54.95714286,53.67142857,50.71428571,49.28571429,44.0,50.85714286,48.0,43.85714286
69,46.35714286,43.88571429,45.57142857,45.14285714,42.0,46.28571429,44.28571429,42.0
70,48.61428571,47.84285714,46.42857143,45.42857143,42.28571429,46.71428571,45.0,42.28571429
71,49.58571429,48.9,47.57142857,46.28571429,42.57142857,48.28571429,45.57142857,42.71428571
72,51.25714286,47.87142857,47.28571429,46.85714286,44.0,48.28571429,46.28571429,44.0
73,48.07142857,45.88571429,45.57142857,45.57142857,43.57142857,46.16666667,44.83333333,43.33333333
74,46.34285714,45.4,45.0,45.57142857,42.85714286,45.28571429,44.42857143,42.85714286
75,40.52857143,39.74285714,39.71428571,41.85714286,40.85714286,40.57142857,41.0,40.57142857
76,37.18571429,34.92857143,36.42857143,38.0,38.14285714,36.71428571,37.28571429,37.71428571
77,34.11428571,32.87142857,34.71428571,36.0,36.42857143,35.0,35.33333333,36.5
78,32.55714286,32.5,34.0,34.57142857,35.28571429,34.14285714,34.57142857,35.14285714
79,28.58571429,27.6,31.71428571,32.14285714,33.42857143,31.57142857,32.0,33.28571429
80,32.28571429,30.52857143,28.85714286,31.57142857,32.57142857,28.71428571,31.57142857,32.42857143
81,11.95714286,12.55714286,25.0,30.14285714,32.0,24.85714286,30.0,32.0
82,4.371428571,14.95714286,27.57142857,29.71428571,32.0,27.5,29.66666667,32.0
83,24.45,25.52,27.57142857,29.42857143,32.0,27.83333333,29.66666667,32.0
84,14.04285714,14.6,26.85714286,29.14285714,31.71428571,26.57142857,29.0,31.71428571
85,25.48571429,26.95714286,27.28571429,29.0,31.0,27.28571429,29.0,31.0
