week_number,air_avg,air_obs,soil_obs_02,soil_obs_08,soil_obs_20,soil_avg_02,soil_avg_08,soil_avg_20
305,-19.0,-16.14285714,20.42857143,22.28571429,24.14285714,20.14285714,22.14285714,24.0
306,-18.0,-17.85714286,17.85714286,19.42857143,21.57142857,17.57142857,19.42857143,21.57142857
307,-2.857142857,-3.428571429,17.85714286,19.28571429,20.71428571,18.0,19.28571429,20.71428571
308,-17.14285714,-17.57142857,16.57142857,18.57142857,20.28571429,16.42857143,18.28571429,20.28571429
309,-25.0,-23.14285714,16.57142857,18.0,19.71428571,16.57142857,18.0,19.42857143
310,6.142857143,1.714285714,16.57142857,17.85714286,19.0,16.71428571,17.71428571,19.0
311,-1.714285714,-3.0,17.57142857,18.57142857,19.71428571,17.5,18.5,19.83333333
312,-1.142857143,-1.285714286,16.85714286,18.0,19.0,16.85714286,18.0,19.0
313,3.142857143,0.428571429,17.71428571,18.28571429,19.0,17.71428571,18.14285714,19.0
314,-8.142857143,-7.714285714,18.0,19.0,19.85714286,18.0,19.0,19.85714286
315,-3.428571429,-7.0,16.57142857,17.85714286,19.0,16.71428571,17.71428571,18.71428571
316,26.28571429,26.14285714,18.85714286,19.14285714,19.42857143,19.14285714,19.28571429,19.57142857
317,34.85714286,30.14285714,20.42857143,20.71428571,20.85714286,20.57142857,20.71428571,21.0
318,18.71428571,16.71428571,21.28571429,21.85714286,22.0,21.42857143,22.0,22.0
319,23.14285714,19.28571429,22.42857143,22.28571429,22.28571429,22.42857143,22.42857143,22.28571429
320,27.42857143,26.14285714,26.42857143,26.14285714,25.14285714,26.42857143,26.42857143,25.28571429
321,34.0,31.0,29.0,28.28571429,26.85714286,29.28571429,28.28571429,27.0
322,24.14285714,21.57142857,30.42857143,30.0,28.42857143,30.28571429,30.0,28.42857143
323,45.0,40.0,30.71428571,30.0,29.0,31.14285714,30.0,29.0
324,52.14285714,46.0,35.42857143,31.85714286,29.71428571,39.28571429,32.57142857,29.85714286
325,53.71428571,47.85714286,42.57142857,40.0,33.42857143,45.71428571,39.71428571,33.57142857
326,52.42857143,50.14285714,45.28571429,43.42857143,38.14285714,46.71428571,42.71428571,38.0
327,49.42857143,45.85714286,43.85714286,42.28571429,38.57142857,46.0,42.42857143,38.57142857
328,50.71428571,46.28571429,45.0,44.71428571,40.28571429,47.57142857,44.0,40.14285714
329,55.85714286,51.42857143,46.85714286,46.28571429,41.71428571,50.42857143,46.14285714,41.85714286
330,51.85714286,50.57142857,48.85714286,47.85714286,44.0,49.85714286,47.28571429,43.85714286
331,55.14285714,53.0,47.57142857,46.57142857,43.14285714,49.28571429,46.71428571,43.14285714
332,42.57142857,40.71428571,44.57142857,46.0,43.71428571,46.0,45.0,43.0
333,35.42857143,34.71428571,39.42857143,40.57142857,39.71428571,39.57142857,39.85714286,39.14285714
334,39.0,36.57142857,37.42857143,38.42857143,37.28571429,38.57142857,38.0,37.14285714
335,39.71428571,37.14285714,37.57142857,38.0,37.14285714,38.42857143,38.0,37.14285714
336,42.42857143,40.85714286,39.57142857,39.85714286,38.42857143,40.57142857,39.57142857,38.14285714
337,43.71428571,41.14285714,37.0,38.28571429,37.71428571,38.28571429,38.0,37.42857143
338,26.28571429,26.85714286,33.85714286,35.0,35.0,33.71428571,34.57142857,34.71428571
339,17.0,15.28571429,31.42857143,32.14285714,32.42857143,31.28571429,32.0,32.28571429
340,18.57142857,17.14285714,31.0,31.28571429,32.0,31.0,31.28571429,31.71428571
341,20.57142857,20.42857143,31.0,31.0,31.0,31.0,31.0,31.0
342,11.42857143,10.57142857,31.0,31.0,31.0,31.0,31.0,31.0
343,23.0,23.57142857,30.85714286,31.0,31.0,31.0,31.0,31.0
344,19.0,19.85714286,30.28571429,31.0,31.0,30.28571429,31.0,31.0
345,14.28571429,17.28571429,30.0,31.0,31.0,30.0,31.0,31.0
346,-3.0,-1.0,29.0,30.28571429,31.0,29.0,30.14285714,31.0
347,-13.71428571,-13.42857143,27.57142857,28.71428571,30.28571429,27.42857143,28.71428571,30.28571429
348,-29.0,-28.42857143,25.0,26.71428571,28.71428571,25.0,26.71428571,28.57142857
349,-1.833333333,-3.714285714,24.0,25.14285714,27.14285714,23.66666667,25.16666667,27.0
350,-14.57142857,-15.66666667,23.5,25.0,26.66666667,23.4,25.0,26.6
351,6.285714286,6.857142857,22.42857143,23.71428571,25.28571429,22.57142857,23.85714286,25.42857143
352,-4.714285714,-5.428571429,22.71428571,23.57142857,25.28571429,22.42857143,23.42857143,25.14285714
353,-18.42857143,-18.42857143,23.28571429,24.0,25.0,23.42857143,24.0,25.0
354,-9.142857143,-6.0,23.14285714,24.0,25.0,23.28571429,24.0,25.0
355,-14.0,-14.28571429,23.0,24.0,25.0,23.0,24.0,25.0
356,8.285714286,8.142857143,23.0,23.71428571,24.42857143,23.16666667,23.66666667,24.5
357,-10.28571429,-9.857142857,22.0,23.0,24.42857143,21.85714286,22.85714286,24.14285714
358,-19.14285714,-18.71428571,20.14285714,21.57142857,22.71428571,20.14285714,21.28571429,22.71428571
359,-15.28571429,-17.0,18.85714286,20.0,21.42857143,18.71428571,20.0,21.42857143
360,0.0,-2.0,18.0,19.0,20.57142857,18.14285714,19.14285714,20.57142857
361,19.14285714,18.42857143,20.28571429,20.57142857,21.42857143,20.57142857,20.71428571,21.57142857
362,16.0,16.14285714,21.0,21.42857143,22.0,20.85714286,21.42857143,22.0
363,-6.571428571,-5.285714286,20.14285714,20.71428571,21.71428571,19.85714286,20.57142857,21.71428571
364,-7.857142857,-8.857142857,18.28571429,19.14285714,20.42857143,18.28571429,19.14285714,20.28571429
365,14.42857143,11.14285714,18.28571429,19.0,20.0,18.42857143,19.0,20.0
366,-7.285714286,-10.57142857,17.85714286,18.57142857,19.71428571,17.42857143,18.42857143,19.71428571
367,13.85714286,12.71428571,17.42857143,17.85714286,18.71428571,17.57142857,18.0,18.71428571
368,18.85714286,16.0,19.14285714,19.71428571,20.0,19.0,19.85714286,20.0
369,28.57142857,27.57142857,19.85714286,20.28571429,20.28571429,20.0,20.28571429,20.42857143
370,26.0,24.42857143,21.71428571,21.71428571,21.42857143,21.85714286,21.85714286,21.57142857
371,22.71428571,17.85714286,23.42857143,23.42857143,23.14285714,23.42857143,23.42857143,23.28571429
372,21.14285714,20.28571429,24.57142857,24.57142857,24.0,24.57142857,24.71428571,24.0
373,33.85714286,28.0,26.85714286,26.85714286,25.14285714,27.28571429,26.71428571,25.57142857
374,38.14285714,35.14285714,31.0,30.0,28.14285714,31.14285714,30.0,28.28571429
375,37.85714286,34.71428571,32.71428571,31.0,29.71428571,36.14285714,31.28571429,29.71428571
376,37.14285714,32.57142857,34.42857143,33.42857143,30.57142857,36.71428571,33.57142857,30.57142857
377,51.0,45.42857143,41.42857143,39.71428571,33.57142857,44.14285714,39.28571429,33.57142857
378,53.14285714,49.28571429,44.85714286,42.71428571,37.57142857,46.57142857,42.28571429,37.42857143
379,60.85714286,55.57142857,48.28571429,46.85714286,41.14285714,51.71428571,46.57142857,41.28571429
380,57.0,54.71428571,50.57142857,49.71428571,44.42857143,52.42857143,49.14285714,44.42857143
381,42.71428571,39.28571429,41.14285714,42.28571429,40.42857143,42.28571429,41.57142857,40.0
382,48.14285714,45.71428571,44.28571429,44.0,41.14285714,45.85714286,43.57142857,41.0
383,41.0,41.25,40.14285714,40.57142857,39.14285714,41.71428571,40.42857143,38.85714286
384,45.57142857,43.0,43.14285714,44.0,41.0,44.14285714,43.0,40.71428571
385,42.57142857,39.28571429,41.0,41.85714286,40.0,42.57142857,41.42857143,39.71428571
386,40.14285714,36.85714286,39.57142857,40.0,38.42857143,40.71428571,39.57142857,38.28571429
387,45.42857143,43.57142857,41.14285714,41.42857143,39.71428571,42.42857143,41.28571429,39.57142857
388,43.28571429,42.28571429,39.42857143,40.57142857,39.14285714,40.57142857,39.85714286,38.85714286
389,40.28571429,38.42857143,36.28571429,37.14285714,36.85714286,36.83333333,36.66666667,36.5
390,40.28571429,38.57142857,35.85714286,37.0,35.85714286,36.42857143,36.42857143,35.85714286
391,26.42857143,26.42857143,31.85714286,32.85714286,33.42857143,31.71428571,32.57142857,33.14285714
392,24.66666667,22.16666667,30.83333333,31.66666667,32.0,30.8,31.6,32.0
393,26.14285714,28.14285714,30.71428571,31.0,31.14285714,30.71428571,31.0,31.14285714
394,19.57142857,17.0,30.14285714,31.0,31.0,30.0,31.0,31.0
395,20.85714286,21.14285714,29.71428571,31.0,31.0,29.57142857,31.0,31.0
396,6.857142857,7.285714286,26.85714286,29.42857143,31.0,26.71428571,29.14285714,30.85714286
397,9.571428571,7.857142857,25.14285714,27.14285714,29.42857143,25.28571429,27.14285714,29.42857143
398,12.42857143,12.14285714,26.14285714,27.57142857,29.0,26.28571429,27.57142857,29.0
399,22.28571429,24.71428571,27.0,27.85714286,29.0,26.85714286,27.71428571,29.0
400,-0.428571429,-1.714285714,24.28571429,26.42857143,28.0,23.85714286,26.14285714,27.85714286
401,22.28571429,22.28571429,27.57142857,27.85714286,28.0,27.85714286,28.28571429,28.0
402,7.857142857,10.28571429,27.85714286,28.42857143,29.0,27.57142857,28.42857143,29.0
403,-1.857142857,0.142857143,26.57142857,27.57142857,28.42857143,26.5,27.5,28.16666667
404,-6.142857143,-4.285714286,25.28571429,26.42857143,27.57142857,25.0,26.28571429,27.42857143
405,5.857142857,3.714285714,24.28571429,25.85714286,27.0,24.28571429,25.85714286,26.85714286
406,7.428571429,8.571428571,24.85714286,25.85714286,26.14285714,24.71428571,26.0,26.14285714
407,-6.0,-6.0,24.0,25.14285714,26.0,23.85714286,25.0,26.0
408,-7.857142857,-6.571428571,23.0,24.0,25.57142857,23.0,24.0,25.42857143
409,4.857142857,0.428571429,23.0,24.0,25.0,23.0,24.0,25.0
410,-5.714285714,-4.857142857,22.28571429,23.42857143,24.57142857,22.14285714,23.28571429,24.57142857
411,-4.142857143,-6.285714286,20.0,22.0,23.28571429,20.0,21.85714286,23.14285714
412,-3.571428571,-4.0,20.0,21.28571429,22.28571429,20.0,21.28571429,22.28571429
413,2.142857143,2.0,20.14285714,21.57142857,22.57142857,20.14285714,21.57142857,22.42857143
414,8.714285714,5.714285714,19.0,20.14285714,21.42857143,19.14285714,20.14285714,21.57142857
415,-1.142857143,1.857142857,21.71428571,21.85714286,22.57142857,21.71428571,22.0,22.42857143
416,7.142857143,3.142857143,20.28571429,21.14285714,22.0,20.14285714,21.14285714,22.0
417,13.57142857,14.0,21.14285714,22.0,22.0,21.14285714,22.0,22.0
418,8.0,8.0,20.85714286,21.71428571,22.0,20.85714286,21.71428571,22.0
419,-13.6,-14.5,19.57142857,20.71428571,21.57142857,19.57142857,20.57142857,21.57142857
420,,,18.71428571,20.0,20.85714286,18.57142857,20.0,20.57142857
421,,,19.85714286,20.57142857,21.0,19.85714286,20.57142857,21.0
422,,,20.85714286,21.28571429,21.85714286,21.0,21.42857143,21.85714286
423,,,22.71428571,22.85714286,22.71428571,22.85714286,22.85714286,22.71428571
424,,,25.85714286,25.28571429,24.28571429,26.0,25.28571429,24.42857143
425,,,29.71428571,28.71428571,27.42857143,29.71428571,28.85714286,27.42857143
426,,,31.14285714,30.0,28.71428571,31.42857143,30.0,28.71428571
427,,,31.42857143,30.71428571,29.42857143,32.28571429,30.71428571,29.57142857
428,,,36.42857143,32.57142857,30.42857143,39.28571429,32.85714286,30.42857143
429,,,40.14285714,38.28571429,33.0,42.14285714,37.85714286,32.85714286
430,,,43.14285714,41.42857143,36.42857143,45.71428571,41.0,36.42857143
431,,,47.85714286,45.71428571,40.14285714,50.0,45.0,40.28571429
432,,,46.42857143,45.57142857,41.57142857,48.57142857,45.14285714,41.42857143
433,49.66666667,46.0,47.42857143,46.42857143,42.57142857,49.14285714,46.0,42.42857143
434,63.0,57.28571429,52.42857143,50.71428571,45.57142857,55.0,50.71428571,45.71428571
435,58.14285714,56.42857143,53.14285714,52.0,47.42857143,54.28571429,51.28571429,47.28571429
436,57.42857143,52.71428571,51.0,50.71428571,46.71428571,53.0,50.0,46.57142857
437,45.0,43.71428571,47.85714286,48.14285714,45.57142857,48.71428571,47.42857143,45.14285714
438,44.42857143,42.42857143,44.57142857,45.14285714,43.28571429,45.28571429,44.42857143,43.0
439,39.28571429,37.42857143,40.85714286,41.85714286,40.71428571,41.42857143,41.42857143,40.42857143
440,40.42857143,39.28571429,39.42857143,40.57142857,39.57142857,40.57142857,40.14285714,39.28571429
441,37.28571429,37.0,36.71428571,37.57142857,37.0,37.14285714,37.14285714,37.0
442,35.42857143,34.0,34.57142857,36.14285714,35.85714286,35.14285714,35.71428571,35.71428571
443,24.0,23.85714286,31.85714286,32.57142857,33.28571429,31.71428571,32.57142857,33.0
444,22.85714286,22.71428571,31.0,32.0,32.0,31.0,31.85714286,32.0
445,9.428571429,8.857142857,31.0,31.0,31.42857143,31.0,31.0,31.42857143
446,19.28571429,18.57142857,31.0,31.0,31.0,31.0,31.0,31.0
447,15.14285714,15.14285714,31.0,31.0,31.0,31.0,31.0,31.0
448,29.28571429,27.28571429,31.0,31.0,31.0,31.0,31.0,31.0
449,8.857142857,11.42857143,31.0,31.0,31.0,31.0,31.0,31.0
450,11.71428571,11.85714286,31.0,31.0,31.0,31.0,31.0,31.0
451,7.285714286,7.857142857,30.57142857,31.0,31.0,30.42857143,31.0,31.0
452,22.14285714,22.28571429,30.0,31.0,31.0,30.0,31.0,31.0
453,12.42857143,13.71428571,30.0,31.0,31.0,30.0,31.0,31.0
454,-9.714285714,-8.0,29.0,30.0,31.0,28.85714286,30.0,31.0
455,-7.571428571,-8.571428571,27.71428571,28.71428571,30.0,27.57142857,28.71428571,30.0
456,6.714285714,6.714285714,27.0,28.0,29.28571429,27.0,28.0,29.28571429
457,0.285714286,-1.0,26.71428571,27.71428571,29.0,26.57142857,27.71428571,29.0
458,9.0,7.714285714,25.57142857,26.85714286,28.0,25.71428571,26.71428571,28.0
459,12.42857143,13.71428571,25.14285714,26.14285714,27.42857143,25.0,26.0,27.28571429
460,-4.428571429,-2.142857143,26.0,26.85714286,27.57142857,26.0,26.85714286,27.57142857
461,-23.71428571,-24.85714286,25.42857143,26.42857143,27.28571429,25.42857143,26.42857143,27.14285714
462,-10.28571429,-11.42857143,24.0,25.28571429,26.42857143,24.0,25.14285714,26.28571429
463,16.85714286,16.14285714,24.71428571,25.71428571,26.0,24.85714286,25.71428571,26.0
464,6.428571429,8.0,25.57142857,26.0,26.85714286,25.57142857,26.0,27.0
465,1.571428571,4.285714286,25.0,26.0,26.71428571,25.0,26.0,26.42857143
466,-4.285714286,-7.428571429,24.14285714,24.85714286,26.0,24.0,24.71428571,26.0
467,-19.14285714,-19.14285714,23.71428571,24.28571429,25.57142857,23.57142857,24.14285714,25.42857143
468,-11.0,-16.85714286,22.14285714,23.14285714,24.42857143,22.0,23.14285714,24.28571429
469,18.85714286,18.71428571,23.14285714,23.57142857,24.28571429,23.28571429,23.71428571,24.42857143
470,10.14285714,11.14285714,24.14285714,25.0,25.0,24.0,25.0,25.0
471,7.285714286,3.857142857,24.0,25.0,25.0,24.0,25.0,25.0
472,14.42857143,12.14285714,24.0,25.0,25.0,24.0,25.0,25.0
473,26.42857143,25.42857143,25.42857143,25.57142857,25.57142857,25.42857143,25.57142857,25.71428571
474,20.71428571,21.28571429,26.71428571,26.71428571,26.57142857,26.71428571,26.71428571,26.57142857
475,5.142857143,0.571428571,25.71428571,26.28571429,26.42857143,25.71428571,26.14285714,26.42857143
476,25.14285714,21.85714286,26.14285714,26.42857143,26.28571429,26.42857143,26.42857143,26.28571429
477,38.28571429,36.0,29.85714286,29.0,27.85714286,30.0,29.14285714,28.0
478,29.0,26.28571429,31.0,30.0,29.42857143,31.0,30.0,29.57142857
479,32.0,30.0,31.0,30.57142857,30.0,31.14285714,30.57142857,30.0
480,41.0,36.42857143,32.42857143,31.0,30.28571429,35.14285714,31.14285714,30.28571429
481,53.0,46.28571429,41.57142857,38.42857143,32.71428571,45.42857143,38.28571429,32.85714286
482,51.42857143,45.85714286,43.85714286,42.71428571,37.42857143,48.0,42.28571429,37.42857143
483,58.71428571,54.14285714,48.85714286,46.85714286,41.28571429,51.42857143,46.42857143,41.42857143
484,41.57142857,39.42857143,42.57142857,43.0,40.28571429,43.71428571,42.28571429,40.0
485,53.71428571,49.85714286,47.0,45.42857143,41.57142857,49.42857143,45.42857143,41.57142857
486,53.42857143,49.0,48.0,47.14285714,43.14285714,50.85714286,46.85714286,43.0
487,45.85714286,44.85714286,47.71428571,48.28571429,44.71428571,49.0,47.14285714,44.42857143
488,49.71428571,43.57142857,43.85714286,43.85714286,41.71428571,46.14285714,43.85714286,41.71428571
489,48.42857143,46.57142857,45.71428571,46.14285714,43.57142857,47.0,45.42857143,43.28571429
490,45.42857143,43.71428571,42.42857143,43.14285714,41.71428571,43.57142857,42.71428571,41.14285714
491,39.0,35.71428571,38.57142857,40.0,39.42857143,39.71428571,39.57142857,38.85714286
492,34.71428571,34.0,36.71428571,37.85714286,37.42857143,37.0,37.14285714,37.28571429
493,41.57142857,39.28571429,37.0,38.0,36.57142857,38.14285714,37.42857143,36.57142857
494,39.28571429,37.57142857,36.0,36.85714286,36.14285714,37.0,36.57142857,36.0
495,27.28571429,28.0,34.14285714,35.14285714,35.14285714,34.14285714,34.71428571,35.0
496,26.85714286,26.28571429,31.85714286,32.57142857,33.0,31.71428571,32.42857143,32.85714286
497,24.42857143,25.57142857,31.0,31.85714286,32.0,31.0,31.71428571,32.0
498,15.0,13.85714286,31.0,31.0,31.14285714,31.0,31.0,31.28571429
499,16.28571429,16.85714286,31.0,31.0,31.0,31.0,31.0,31.0
500,8.0,8.142857143,31.0,31.0,31.0,31.0,31.0,31.0
501,5.857142857,4.142857143,30.42857143,31.0,31.0,30.14285714,31.0,31.0
502,4.428571429,7.0,29.71428571,31.0,31.0,29.71428571,30.85714286,31.0
503,-10.57142857,-10.28571429,28.14285714,29.71428571,31.0,28.0,29.57142857,31.0
504,7.0,5.857142857,28.57142857,29.42857143,30.0,28.71428571,29.57142857,30.0
505,-2.5,-2.75,29.0,29.75,30.0,29.0,29.5,30.0
