week_number,air_avg,air_obs,soil_obs_00,soil_obs_02,soil_obs_08,soil_obs_20,soil_avg_00,soil_avg_02,soil_avg_08,soil_avg_20
268,41.28571429,38.0,36.14285714,32.42857143,31.14285714,32.0,37.0,34.71428571,31.0,32.0
269,52.85714286,49.14285714,38.71428571,37.0,34.28571429,32.71428571,40.28571429,40.57142857,34.57142857,32.71428571
270,55.85714286,52.0,40.71428571,42.0,40.42857143,35.85714286,41.85714286,44.42857143,40.14285714,36.28571429
271,55.14285714,51.57142857,41.42857143,42.85714286,42.14285714,38.14285714,42.42857143,45.71428571,41.57142857,38.28571429
272,58.57142857,54.28571429,44.14285714,47.0,44.71428571,40.28571429,45.5,49.83333333,44.33333333,40.5
273,53.14285714,52.0,46.42857143,49.14285714,47.42857143,43.0,46.5,50.33333333,46.83333333,43.16666667
274,50.42857143,48.42857143,46.14285714,47.42857143,47.0,43.71428571,47.0,49.57142857,46.57142857,43.71428571
275,56.85714286,51.71428571,49.14285714,48.57142857,48.14285714,44.57142857,50.0,51.28571429,47.71428571,44.71428571
276,53.85714286,51.14285714,51.0,50.14285714,49.71428571,46.0,51.71428571,51.71428571,49.42857143,46.0
277,54.71428571,53.71428571,53.57142857,52.28571429,51.28571429,47.57142857,54.0,53.28571429,50.71428571,47.71428571
278,51.28571429,49.71428571,52.71428571,50.71428571,50.85714286,48.14285714,52.83333333,51.66666667,50.66666667,48.0
279,57.57142857,54.71428571,54.14285714,52.28571429,51.71428571,48.85714286,54.85714286,53.85714286,51.28571429,48.85714286
280,53.71428571,51.71428571,53.28571429,50.71428571,51.57142857,49.14285714,53.57142857,52.14285714,50.85714286,49.0
281,54.57142857,50.14285714,52.28571429,49.57142857,50.71428571,49.0,52.85714286,50.71428571,50.14285714,49.0
282,55.85714286,54.0,53.28571429,51.14285714,51.42857143,49.0,54.5,52.5,51.33333333,49.33333333
283,50.85714286,48.14285714,52.14285714,49.42857143,50.42857143,49.0,52.42857143,50.14285714,50.0,49.0
284,46.42857143,44.57142857,49.71428571,46.71428571,48.42857143,47.85714286,49.75,47.0,47.75,47.5
285,43.0,41.5,46.16666667,42.5,44.83333333,45.5,46.6,43.2,44.0,45.0
286,44.0,42.42857143,45.71428571,42.57142857,44.57142857,44.42857143,46.75,44.0,44.5,44.5
287,40.14285714,38.28571429,43.42857143,39.57142857,41.71428571,42.57142857,43.6,39.6,41.4,42.4
288,46.57142857,45.42857143,43.71428571,39.71428571,41.42857143,42.0,44.33333333,41.16666667,41.33333333,42.0
289,30.28571429,30.0,39.0,34.57142857,38.0,40.28571429,38.28571429,34.0,37.57142857,40.0
290,18.42857143,17.28571429,35.0,29.71428571,33.57142857,36.85714286,35.0,30.0,33.4,36.6
291,27.14285714,26.0,35.0,30.42857143,33.0,35.14285714,35.16666667,30.5,32.33333333,35.16666667
292,5.285714286,6.857142857,35.14285714,30.71428571,32.14285714,34.28571429,35.16666667,30.66666667,32.0,34.33333333
293,17.71428571,14.0,35.28571429,30.42857143,32.0,34.0,35.14285714,30.57142857,32.0,34.0
294,15.42857143,15.71428571,36.0,31.0,32.0,34.0,36.0,31.0,32.0,34.0
295,18.28571429,19.0,35.42857143,31.0,32.0,34.0,35.42857143,31.0,32.0,34.0
296,23.42857143,21.28571429,35.42857143,31.0,32.0,33.42857143,35.42857143,31.0,32.0,33.28571429
297,10.28571429,11.71428571,35.14285714,31.0,32.0,33.0,35.2,31.0,32.0,33.0
298,5.5,5.333333333,34.5,30.83333333,32.0,33.0,,,,
299,-0.714285714,-2.0,32.42857143,30.0,32.0,33.0,31.0,30.0,32.0,33.0
300,27.5,28.25,34.75,30.25,32.0,33.0,,,,
301,8.0,8.5,33.66666667,30.16666667,32.0,33.0,32.5,30.0,32.0,33.0
302,26.8,26.0,33.6,30.0,31.8,32.8,,,,
303,25.0,27.0,33.85714286,30.0,31.71428571,32.28571429,34.0,30.16666667,31.33333333,32.16666667
304,21.14285714,22.0,34.85714286,30.28571429,31.0,32.0,34.75,30.25,31.0,32.0
305,-3.428571429,-2.857142857,33.14285714,29.71428571,31.0,32.0,32.6,29.6,31.0,32.0
306,-12.85714286,-13.85714286,30.85714286,29.85714286,31.0,32.0,31.28571429,30.0,31.0,32.0
307,17.28571429,13.42857143,31.57142857,29.85714286,31.0,32.0,31.57142857,30.0,31.0,32.0
308,-4.142857143,-4.285714286,32.57142857,30.0,31.0,32.0,32.57142857,30.0,31.0,32.0
309,6.428571429,4.571428571,33.0,30.14285714,31.0,32.0,33.28571429,30.14285714,31.0,32.0
310,14.57142857,12.14285714,34.0,30.14285714,31.0,32.0,34.0,30.42857143,31.0,32.0
311,3.285714286,4.142857143,33.85714286,30.57142857,31.0,32.0,33.71428571,30.57142857,31.0,32.0
312,7.714285714,5.142857143,31.85714286,30.0,31.0,32.0,31.85714286,30.0,31.0,32.0
313,19.57142857,17.42857143,33.57142857,30.71428571,31.0,32.0,33.57142857,30.71428571,31.0,32.0
314,11.42857143,11.57142857,34.57142857,31.0,31.0,32.0,34.71428571,31.0,31.0,32.0
315,14.57142857,10.28571429,34.42857143,31.0,31.0,32.0,34.28571429,31.0,31.0,32.0
316,41.85714286,40.28571429,35.28571429,31.0,31.0,32.0,35.42857143,31.0,31.0,32.0
317,42.0,39.14285714,36.0,31.71428571,31.0,32.0,36.0,31.85714286,31.0,32.0
318,37.28571429,34.28571429,36.0,32.0,31.0,32.0,36.0,32.0,31.0,32.0
319,45.14285714,42.28571429,36.28571429,32.57142857,31.0,32.0,37.71428571,34.42857143,31.0,32.0
320,46.42857143,42.14285714,37.71428571,34.57142857,31.28571429,32.0,39.33333333,37.66666667,31.5,32.0
321,48.14285714,44.85714286,39.28571429,37.14285714,34.71428571,32.28571429,40.33333333,40.0,34.66666667,32.66666667
322,45.28571429,42.57142857,39.0,38.14285714,37.71428571,34.71428571,40.0,40.42857143,37.28571429,34.71428571
323,53.0,49.42857143,42.14285714,43.28571429,41.28571429,37.57142857,43.0,45.85714286,41.14285714,37.71428571
324,57.42857143,53.42857143,43.57142857,46.14285714,44.28571429,40.14285714,45.28571429,49.28571429,44.14285714,40.28571429
325,58.85714286,55.71428571,46.57142857,49.14285714,47.28571429,42.85714286,48.0,51.71428571,47.14285714,43.14285714
326,59.42857143,57.57142857,49.71428571,51.57142857,49.85714286,45.42857143,50.57142857,53.28571429,49.42857143,45.57142857
327,60.28571429,57.57142857,51.85714286,51.71428571,50.42857143,46.42857143,53.14285714,53.57142857,50.0,46.57142857
328,56.0,51.71428571,50.57142857,49.0,49.57142857,46.28571429,52.14285714,51.42857143,49.14285714,46.28571429
329,60.85714286,58.42857143,54.57142857,52.85714286,51.85714286,47.71428571,56.0,54.57142857,51.57142857,47.71428571
330,55.0,53.8,55.0,53.0,52.6,49.4,55.0,53.75,52.25,49.5
331,60.71428571,57.42857143,55.57142857,53.57142857,52.57142857,49.42857143,56.85714286,55.42857143,52.28571429,49.42857143
332,54.85714286,54.14285714,55.71428571,53.85714286,53.85714286,50.85714286,56.14285714,54.28571429,53.0,50.71428571
333,46.42857143,46.28571429,51.71428571,49.28571429,50.85714286,49.42857143,51.85714286,49.57142857,50.14285714,49.42857143
334,46.0,44.42857143,48.71428571,45.28571429,47.42857143,46.71428571,49.57142857,46.71428571,47.0,46.71428571
335,44.57142857,43.14285714,49.0,45.71428571,47.28571429,46.71428571,49.42857143,46.71428571,46.85714286,46.57142857
336,51.57142857,49.85714286,50.14285714,47.0,47.71428571,46.42857143,50.33333333,47.5,47.5,46.66666667
337,50.0,48.14285714,47.57142857,44.28571429,46.28571429,45.85714286,48.57142857,45.42857143,45.57142857,45.85714286
338,38.0,38.28571429,43.57142857,39.42857143,42.85714286,43.71428571,43.42857143,39.57142857,42.14285714,43.57142857
339,27.57142857,26.14285714,39.28571429,34.57142857,38.0,40.71428571,38.71428571,34.42857143,37.85714286,40.28571429
340,28.28571429,26.71428571,37.0,33.28571429,35.71428571,38.28571429,36.85714286,33.28571429,35.57142857,38.28571429
341,31.71428571,31.42857143,38.28571429,34.0,36.0,37.42857143,38.28571429,34.0,36.0,37.14285714
342,26.42857143,24.42857143,37.42857143,33.57142857,35.28571429,36.85714286,37.42857143,33.42857143,35.28571429,36.85714286
343,33.0,32.71428571,37.0,32.71428571,34.71428571,36.0,37.0,32.71428571,34.57142857,36.0
344,30.42857143,30.71428571,36.57142857,32.28571429,34.0,35.57142857,36.57142857,32.14285714,34.0,35.57142857
345,22.85714286,24.57142857,36.85714286,32.0,34.0,35.0,36.57142857,31.83333333,34.0,35.0
346,-0.142857143,0.0,34.85714286,30.14285714,32.85714286,34.28571429,34.85714286,30.14285714,32.57142857,34.28571429
347,-3.333333333,-4.5,33.5,27.66666667,32.0,33.83333333,33.0,27.0,32.0,33.8
348,-8.857142857,-9.857142857,32.42857143,25.42857143,31.28571429,33.0,32.42857143,25.57142857,31.28571429,33.0
349,4.857142857,5.142857143,33.0,25.85714286,30.42857143,32.71428571,33.28571429,26.28571429,30.42857143,32.57142857
350,-3.285714286,-0.857142857,34.42857143,29.14285714,30.85714286,32.0,34.57142857,29.0,30.85714286,32.0
351,12.0,11.85714286,33.71428571,28.57142857,30.42857143,32.0,33.71428571,28.71428571,30.42857143,32.0
352,9.428571429,8.285714286,34.42857143,30.0,31.0,32.0,34.42857143,30.0,31.0,32.0
353,-9.142857143,-6.714285714,35.0,30.85714286,31.0,32.0,35.0,30.71428571,31.0,32.0
354,-0.142857143,-1.142857143,34.85714286,30.28571429,31.0,32.0,34.71428571,30.42857143,31.0,32.0
355,16.14285714,15.42857143,34.71428571,30.0,31.0,32.0,34.71428571,30.0,31.0,32.0
356,23.57142857,25.28571429,35.0,30.0,31.0,32.0,35.0,30.0,31.0,32.0
357,1.571428571,1.428571429,34.42857143,30.14285714,31.0,32.0,34.42857143,30.28571429,31.0,32.0
358,-2.714285714,-2.142857143,33.14285714,29.85714286,31.0,32.0,32.71428571,30.0,31.0,32.0
359,0.285714286,-0.714285714,33.0,30.0,31.0,32.0,33.14285714,30.0,31.0,32.0
360,8.428571429,5.571428571,33.28571429,30.0,31.0,32.0,33.28571429,30.0,31.0,32.0
361,27.28571429,27.57142857,34.14285714,30.14285714,31.0,32.0,34.14285714,30.14285714,31.0,32.0
362,26.28571429,25.0,35.0,31.0,31.0,32.0,35.0,31.0,31.0,32.0
363,8.714285714,8.428571429,33.42857143,31.0,31.0,32.0,33.14285714,30.85714286,31.0,32.0
364,10.28571429,7.428571429,32.71428571,30.0,31.0,32.0,32.28571429,30.0,31.0,32.0
365,23.71428571,19.71428571,31.57142857,30.0,31.0,32.0,31.71428571,30.0,31.0,32.0
366,12.0,9.0,31.28571429,30.0,31.0,32.0,31.42857143,30.0,31.0,32.0
367,23.28571429,22.28571429,32.42857143,30.0,31.0,32.0,32.42857143,30.0,31.0,32.0
368,27.42857143,25.0,32.42857143,30.71428571,31.0,32.0,32.42857143,30.85714286,31.0,32.0
369,40.57142857,37.0,34.57142857,31.0,31.0,32.0,34.71428571,31.0,31.0,32.0
370,42.85714286,39.85714286,36.0,32.0,31.0,32.0,36.0,32.0,31.0,32.0
371,36.85714286,36.14285714,36.0,32.0,31.0,32.0,36.0,32.0,31.0,32.0
372,36.28571429,33.71428571,36.0,32.0,31.0,32.0,36.28571429,32.0,31.0,32.0
373,48.71428571,44.57142857,37.14285714,32.85714286,31.0,32.0,39.0,35.85714286,31.0,32.0
374,56.28571429,52.28571429,40.0,38.14285714,33.14285714,32.0,41.42857143,41.0,33.0,32.0
375,57.14285714,53.42857143,41.57142857,40.57142857,36.57142857,32.14285714,42.85714286,42.57142857,36.28571429,32.28571429
376,50.57142857,46.71428571,41.14285714,40.0,38.42857143,34.57142857,42.28571429,41.57142857,38.14285714,34.85714286
377,55.71428571,53.0,44.42857143,45.0,42.71428571,37.71428571,45.57142857,47.28571429,42.42857143,38.28571429
378,61.42857143,58.85714286,47.42857143,49.14285714,46.28571429,40.85714286,48.14285714,51.14285714,46.0,41.28571429
379,65.42857143,62.57142857,50.57142857,52.42857143,49.57142857,44.14285714,52.42857143,54.71428571,49.57142857,44.28571429
380,62.57142857,60.14285714,54.85714286,54.71428571,52.28571429,47.28571429,55.85714286,55.85714286,52.0,47.14285714
381,52.42857143,51.57142857,52.71428571,51.0,50.85714286,47.42857143,53.0,52.0,50.28571429,47.28571429
382,53.28571429,51.14285714,52.0,50.0,50.14285714,47.0,52.71428571,51.28571429,49.85714286,47.0
383,54.14285714,51.0,52.0,49.14285714,49.42857143,46.71428571,53.14285714,50.71428571,49.14285714,46.85714286
384,49.28571429,48.42857143,53.0,50.42857143,50.57142857,47.85714286,52.71428571,50.57142857,49.85714286,47.85714286
385,56.57142857,53.14285714,51.85714286,48.85714286,49.14285714,47.0,53.28571429,50.85714286,48.85714286,47.0
386,55.28571429,52.42857143,52.42857143,50.0,49.85714286,48.0,54.0,51.42857143,49.57142857,48.0
387,51.42857143,50.14285714,52.28571429,48.85714286,49.71428571,48.0,52.85714286,50.14285714,49.42857143,48.0
388,47.71428571,46.71428571,50.42857143,47.57142857,48.57142857,47.28571429,51.0,48.0,47.83333333,47.16666667
389,47.28571429,45.57142857,47.71428571,43.85714286,46.0,45.85714286,48.0,45.0,45.28571429,45.71428571
390,44.28571429,43.42857143,47.14285714,43.57142857,44.71428571,44.71428571,47.0,43.85714286,44.42857143,44.57142857
391,37.28571429,36.14285714,43.0,38.85714286,41.57142857,42.71428571,42.85714286,39.0,41.0,42.57142857
392,41.28571429,39.71428571,42.0,37.85714286,40.0,41.14285714,42.28571429,38.71428571,39.85714286,41.0
393,37.14285714,39.14285714,41.28571429,37.14285714,39.28571429,40.0,41.57142857,37.42857143,39.14285714,40.0
394,29.28571429,27.28571429,39.0,33.57142857,36.71428571,38.71428571,38.71428571,33.71428571,36.57142857,38.57142857
395,27.57142857,28.0,38.0,33.85714286,35.85714286,37.28571429,37.85714286,33.71428571,35.85714286,37.28571429
396,8.714285714,9.0,35.42857143,29.71428571,34.0,36.14285714,35.14285714,29.71428571,33.71428571,35.85714286
397,14.71428571,12.0,34.57142857,28.71428571,32.42857143,34.42857143,34.71428571,28.85714286,32.28571429,34.42857143
398,26.0,28.28571429,35.0,30.14285714,32.0,34.0,35.0,30.28571429,32.0,34.0
399,30.57142857,29.42857143,35.0,30.0,32.0,34.0,35.0,30.0,32.0,34.0
400,9.0,9.571428571,34.85714286,29.57142857,32.0,33.14285714,34.85714286,29.57142857,32.0,33.0
401,18.71428571,18.42857143,34.71428571,30.0,32.0,33.0,34.85714286,30.28571429,32.0,33.0
402,11.71428571,12.14285714,35.0,31.0,32.0,33.0,35.0,31.0,32.0,33.0
403,-0.428571429,2.571428571,35.0,30.71428571,32.0,33.0,35.0,30.57142857,32.0,33.0
404,-7.857142857,-7.571428571,33.57142857,29.0,32.0,33.0,33.28571429,29.28571429,32.0,33.0
405,23.85714286,22.0,34.14285714,30.0,31.14285714,32.28571429,34.14285714,30.0,31.28571429,32.57142857
406,14.57142857,16.85714286,34.57142857,30.0,31.57142857,32.42857143,34.42857143,30.0,31.14285714,32.14285714
407,13.57142857,12.14285714,34.0,30.0,31.0,32.0,34.0,30.0,31.0,32.0
408,7.142857143,8.285714286,34.0,30.0,31.0,32.0,34.0,30.0,31.0,32.0
409,16.85714286,18.71428571,34.42857143,30.28571429,31.0,32.0,34.57142857,30.42857143,31.0,32.0
410,10.71428571,9.714285714,34.85714286,31.0,31.0,32.0,35.0,31.0,31.0,32.0
411,4.285714286,5.142857143,35.0,31.0,31.0,32.0,35.0,31.0,31.0,32.0
412,10.0,9.714285714,34.28571429,30.85714286,31.0,32.0,34.28571429,30.85714286,31.0,32.0
413,8.428571429,7.857142857,34.85714286,31.0,31.0,32.0,35.0,31.0,31.0,32.0
414,11.42857143,8.0,35.0,31.0,31.0,32.0,35.0,31.0,31.0,32.0
415,13.14285714,15.0,35.0,31.0,31.0,32.0,35.0,31.0,31.0,32.0
416,19.14285714,14.28571429,34.28571429,31.0,31.0,32.0,34.16666667,31.0,31.0,32.0
417,23.0,22.33333333,35.0,31.0,31.0,32.0,35.0,31.0,31.0,32.0
418,20.57142857,17.57142857,35.0,31.0,31.0,32.0,35.0,31.0,31.0,32.0
419,9.714285714,9.0,35.0,31.0,31.0,32.0,35.0,31.0,31.0,32.0
420,19.28571429,16.0,34.42857143,31.0,31.0,32.0,34.42857143,31.0,31.0,32.0
421,20.85714286,19.14285714,34.71428571,31.0,31.0,32.0,34.66666667,31.0,31.0,32.0
422,37.71428571,34.14285714,34.57142857,31.0,31.0,32.0,34.57142857,31.0,31.0,32.0
423,40.71428571,37.28571429,35.57142857,31.28571429,31.0,32.0,35.66666667,31.5,31.0,32.0
424,49.57142857,45.28571429,36.0,32.0,31.0,32.0,36.28571429,32.0,31.0,32.0
425,51.71428571,47.71428571,38.0,33.57142857,31.28571429,32.0,39.28571429,36.28571429,31.0,32.0
426,49.14285714,48.42857143,40.0,37.42857143,33.42857143,32.57142857,40.28571429,39.0,33.42857143,32.57142857
427,47.28571429,42.71428571,39.42857143,37.28571429,36.71428571,34.14285714,40.28571429,39.57142857,36.28571429,34.14285714
428,54.57142857,52.71428571,42.28571429,43.71428571,41.57142857,37.28571429,43.28571429,45.57142857,41.57142857,37.57142857
429,53.14285714,49.42857143,42.42857143,43.85714286,42.0,38.57142857,43.57142857,45.85714286,41.57142857,38.85714286
430,58.42857143,54.28571429,48.85714286,49.57142857,46.0,41.28571429,50.14285714,51.14285714,45.42857143,41.57142857
431,59.14285714,56.57142857,52.0,50.85714286,47.85714286,43.71428571,52.5,51.83333333,47.33333333,43.83333333
432,58.85714286,56.14285714,53.14285714,51.42857143,49.14285714,45.42857143,54.0,52.85714286,48.71428571,45.57142857
433,57.57142857,54.85714286,54.57142857,53.0,50.28571429,46.71428571,55.0,54.0,50.16666667,46.66666667
434,66.0,63.0,57.57142857,56.28571429,53.14285714,49.0,58.71428571,57.85714286,53.14285714,49.28571429
435,63.85714286,62.14285714,58.28571429,56.57142857,54.71428571,50.85714286,59.0,57.85714286,54.14285714,51.0
436,63.71428571,61.42857143,56.57142857,54.42857143,54.0,51.0,58.0,56.42857143,53.42857143,51.0
437,57.14285714,54.71428571,56.0,53.71428571,53.42857143,51.0,57.0,54.85714286,52.85714286,51.0
438,47.85714286,47.85714286,52.28571429,50.14285714,50.42857143,49.57142857,52.14285714,50.28571429,50.14285714,49.42857143
439,54.42857143,51.57142857,53.0,50.85714286,50.28571429,48.71428571,53.57142857,51.85714286,50.0,48.71428571
440,45.71428571,46.14285714,49.85714286,47.28571429,48.0,48.0,49.28571429,47.0,47.71428571,47.71428571
441,45.0,43.71428571,48.57142857,45.57142857,46.42857143,46.0,48.57142857,45.85714286,46.0,46.0
442,42.85714286,42.28571429,46.28571429,43.0,45.0,45.14285714,46.42857143,43.57142857,44.14285714,45.14285714
443,35.14285714,33.85714286,42.85714286,38.28571429,41.42857143,42.85714286,42.57142857,38.42857143,41.0,42.85714286
444,32.42857143,31.28571429,40.0,35.28571429,38.42857143,40.42857143,39.57142857,35.42857143,38.28571429,40.42857143
445,25.14285714,25.0,37.71428571,34.0,36.71428571,38.71428571,37.71428571,34.0,36.42857143,38.57142857
446,32.14285714,30.28571429,37.42857143,34.0,36.0,38.0,37.57142857,34.0,36.0,37.85714286
447,19.42857143,20.14285714,37.42857143,34.0,35.71428571,37.0,37.28571429,34.0,35.71428571,37.0
448,34.71428571,34.0,36.42857143,33.28571429,34.71428571,36.28571429,36.28571429,33.14285714,34.57142857,36.14285714
449,19.28571429,18.57142857,35.0,32.0,33.85714286,35.57142857,35.0,32.0,33.66666667,35.66666667
450,21.57142857,20.0,34.57142857,31.0,33.0,34.42857143,34.42857143,31.0,33.0,34.42857143
451,13.57142857,13.28571429,34.85714286,31.0,32.42857143,34.0,34.85714286,31.0,32.42857143,34.0
452,32.14285714,30.14285714,34.71428571,31.0,32.0,34.0,34.71428571,31.0,32.0,34.0
453,18.42857143,21.0,34.28571429,30.71428571,32.0,33.85714286,34.28571429,30.57142857,32.0,33.85714286
454,6.428571429,7.714285714,33.14285714,29.71428571,32.0,33.14285714,33.14285714,29.85714286,32.0,33.0
455,7.571428571,7.857142857,34.0,30.71428571,32.0,33.0,34.0,30.66666667,32.0,33.0
456,10.57142857,12.28571429,34.71428571,31.0,32.0,33.0,34.71428571,30.85714286,32.0,33.0
457,10.14285714,10.57142857,34.0,29.71428571,32.0,33.0,33.83333333,29.5,32.0,33.0
458,8.142857143,8.571428571,33.28571429,29.71428571,32.0,32.85714286,33.14285714,29.85714286,32.0,33.0
459,9.428571429,7.714285714,33.85714286,30.14285714,32.0,32.71428571,33.85714286,30.14285714,31.85714286,32.28571429
460,0.428571429,2.285714286,33.71428571,30.42857143,31.14285714,32.0,33.57142857,30.28571429,31.0,32.0
461,-20.14285714,-19.14285714,32.28571429,28.71428571,31.0,32.0,32.42857143,28.85714286,31.0,32.0
462,-9.714285714,-13.57142857,33.0,29.85714286,31.0,32.0,33.0,30.0,31.0,32.0
463,27.42857143,26.0,33.28571429,30.0,31.0,32.0,33.42857143,30.0,31.0,32.0
464,37.42857143,36.57142857,34.0,30.57142857,31.0,32.0,34.0,30.57142857,31.0,32.0
465,15.28571429,18.42857143,34.0,30.85714286,31.0,32.0,34.0,30.71428571,31.0,32.0
466,0.857142857,-3.142857143,32.57142857,28.42857143,31.0,32.0,32.42857143,28.42857143,31.0,32.0
467,4.571428571,3.714285714,32.71428571,29.57142857,31.0,32.0,32.71428571,29.71428571,31.0,32.0
468,8.714285714,5.285714286,32.71428571,30.0,31.0,32.0,32.71428571,30.0,31.0,32.0
469,39.57142857,36.57142857,33.42857143,30.57142857,31.0,32.0,33.5,30.5,31.0,32.0
470,29.0,29.71428571,34.0,31.0,31.0,32.0,34.0,31.0,31.0,32.0
471,25.85714286,21.42857143,34.0,31.0,31.0,32.0,34.0,31.0,31.0,32.0
472,30.71428571,28.42857143,34.0,31.0,31.0,32.0,34.0,31.0,31.0,32.0
473,46.0,43.28571429,34.85714286,31.42857143,31.0,32.0,34.85714286,31.42857143,31.0,32.0
474,40.42857143,36.71428571,35.0,32.0,31.0,32.0,35.14285714,32.0,31.0,32.0
475,37.85714286,34.14285714,35.0,32.0,31.0,32.0,35.66666667,33.0,31.0,32.0
476,41.71428571,38.71428571,36.28571429,33.0,31.0,32.0,37.0,35.0,31.0,32.0
477,51.28571429,45.57142857,37.85714286,35.42857143,31.71428571,32.0,38.85714286,37.71428571,31.57142857,32.0
478,46.42857143,43.85714286,38.85714286,37.42857143,34.28571429,32.28571429,39.14285714,38.57142857,34.14285714,32.42857143
479,54.71428571,50.57142857,40.71428571,41.14285714,38.42857143,34.85714286,41.57142857,43.0,38.28571429,35.14285714
480,57.57142857,53.57142857,43.42857143,45.28571429,42.14285714,37.57142857,44.0,47.28571429,42.14285714,38.0
481,58.28571429,55.42857143,45.85714286,48.14285714,44.85714286,40.57142857,46.57142857,50.0,44.71428571,40.57142857
482,61.14285714,56.0,48.14285714,49.42857143,46.85714286,42.57142857,49.42857143,51.42857143,46.28571429,42.71428571
483,62.85714286,59.28571429,52.85714286,53.57142857,49.71428571,45.0,53.42857143,54.85714286,49.42857143,45.14285714
484,48.85714286,48.42857143,50.28571429,49.42857143,48.14285714,46.0,50.0,49.42857143,47.85714286,46.0
485,56.28571429,53.85714286,52.42857143,51.14285714,49.57142857,46.42857143,52.57142857,52.0,49.14285714,46.57142857
486,60.85714286,56.57142857,53.0,51.14285714,50.28571429,47.14285714,54.14285714,53.0,49.71428571,47.28571429
487,55.0,55.0,54.28571429,53.28571429,51.71428571,48.85714286,54.57142857,53.42857143,51.42857143,49.0
488,55.0,52.42857143,51.28571429,49.42857143,49.14285714,47.71428571,51.83333333,50.66666667,49.16666667,47.83333333
489,52.42857143,51.85714286,53.28571429,52.14285714,51.14285714,48.85714286,54.0,52.8,51.2,48.8
490,50.57142857,48.85714286,51.14285714,49.57142857,49.57142857,48.0,51.14285714,49.85714286,49.14285714,48.0
491,44.5,43.71428571,48.0,45.57142857,46.71428571,46.57142857,48.0,45.5,46.33333333,46.66666667
492,47.85714286,45.0,48.0,45.8,47.0,46.0,48.5,46.6,46.6,46.0
493,49.71428571,48.71428571,47.85714286,45.71428571,46.28571429,46.0,48.42857143,46.42857143,46.14285714,46.0
494,43.85714286,42.28571429,45.85714286,43.85714286,45.42857143,45.28571429,46.0,44.42857143,45.0,45.14285714
495,36.85714286,37.0,43.28571429,41.0,42.85714286,43.71428571,43.14285714,40.85714286,42.42857143,43.42857143
496,37.85714286,36.14285714,41.0,38.14285714,40.71428571,41.71428571,41.16666667,38.66666667,40.66666667,41.83333333
497,38.0,36.0,37.71428571,34.71428571,37.42857143,39.42857143,37.28571429,34.85714286,37.28571429,39.42857143
498,29.85714286,29.57142857,36.57142857,34.14285714,36.0,38.14285714,36.33333333,34.0,36.0,38.16666667
499,19.0,18.0,35.14285714,33.14285714,35.42857143,37.28571429,35.14285714,33.0,35.42857143,37.14285714
500,15.71428571,16.14285714,35.71428571,33.71428571,35.0,36.0,35.71428571,33.71428571,35.0,36.0
501,15.42857143,14.85714286,36.0,34.0,35.0,36.0,36.0,33.85714286,35.0,36.0
502,16.85714286,18.28571429,35.28571429,33.0,34.14285714,36.0,35.28571429,33.0,34.14285714,36.0
503,0.571428571,1.142857143,34.85714286,32.14285714,34.0,35.14285714,34.71428571,32.0,34.0,35.0
504,11.71428571,11.85714286,34.0,31.42857143,33.28571429,34.42857143,34.0,31.42857143,33.14285714,34.42857143
505,-5.5,-4.75,33.0,31.75,33.0,34.0,33.0,31.75,33.0,34.0
