week_number,air_avg,air_obs,soil_obs_00,soil_obs_02,soil_obs_04,soil_obs_08,soil_obs_20,soil_obs_40,soil_avg_00,soil_avg_02,soil_avg_04,soil_avg_08,soil_avg_20,soil_avg_40
52,21.44285714,21.08571429,,21.85714286,,22.14285714,23.14285714,,,22.14285714,,22.42857143,23.42857143,
53,16.7,15.65714286,,21.71428571,,22.57142857,24.57142857,,,21.28571429,,22.14285714,24.57142857,
54,25.51428571,24.38571429,,24.0,,24.28571429,25.28571429,,,24.14285714,,24.28571429,25.28571429,
55,24.81428571,22.34285714,,24.85714286,,25.85714286,26.28571429,,,24.71428571,,25.14285714,26.42857143,
56,36.24285714,33.27142857,,30.57142857,,30.0,29.71428571,,,30.28571429,,30.14285714,29.57142857,
57,42.68571429,41.01428571,,32.0,,31.0,31.42857143,,,32.28571429,,31.0,31.42857143,
58,43.78571429,40.71428571,,36.71428571,,33.85714286,32.0,,,36.28571429,,33.28571429,32.0,
59,46.42857143,45.2,,40.57142857,,37.42857143,32.0,,,39.42857143,,36.42857143,32.0,
60,41.72857143,40.21428571,,38.57142857,,36.57142857,32.14285714,,,38.71428571,,36.0,32.28571429,
61,50.14285714,45.04285714,,43.28571429,,40.14285714,33.71428571,,,43.14285714,,39.42857143,33.85714286,
62,44.88571429,43.81428571,,43.28571429,,41.14285714,35.14285714,,,42.71428571,,40.28571429,35.28571429,
63,48.77142857,47.51428571,,45.85714286,,43.28571429,36.71428571,,,45.5,,42.0,36.5,
64,54.0,52.04285714,,49.85714286,,46.28571429,38.71428571,,,49.33333333,,45.33333333,38.5,
65,59.27142857,55.67142857,,51.14285714,,47.71428571,40.14285714,,,52.16666667,,47.66666667,40.33333333,
66,60.47142857,57.75714286,,54.14285714,,50.71428571,42.71428571,,,54.42857143,,50.0,42.85714286,
67,58.12857143,54.84285714,,55.57142857,,52.42857143,44.28571429,,,54.85714286,,51.0,44.42857143,
68,60.11428571,59.51428571,,54.57142857,,52.14285714,45.71428571,,,53.85714286,,51.28571429,45.57142857,
